StationName,Balance_0,Balance_1,Balance_2,Balance_3,Balance_4,Balance_5,Balance_6,Balance_7,Balance_8,Balance_9,Balance_10,Balance_11,Balance_12,Balance_13,Balance_14,Balance_15,Balance_16,Balance_17,Balance_18,Balance_19,Balance_20,Balance_21,Balance_22,Balance_23,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23
W 74 St & Columbus Ave,3,2,1,0,-1,-3,-22,-38,-44,-9,-8,-10,-15,-1,-5,-11,6,30,15,-3,14,-2,5,6,3,2,1,0,1,3,25,46,68,15,22,30,31,35,30,39,28,54,49,36,35,16,15,9
W 4 St & 7 Ave S,-10,-3,0,-4,0,-5,-25,-5,-48,-1,-4,17,4,18,-4,8,10,59,54,14,0,-14,-8,-10,38,11,8,4,0,5,37,66,124,77,55,72,91,102,101,114,96,177,165,127,90,112,78,50
Cadman Plaza West & Montague St,2,0,0,4,-1,1,20,19,0,-15,-8,-3,-4,1,4,-4,0,-7,-8,-5,0,-5,-4,1,2,2,0,4,1,1,20,41,80,71,30,21,30,23,34,36,36,49,34,35,24,5,4,3
Murray St & West St,0,-2,0,1,5,21,55,49,42,6,-3,0,-15,-8,-20,5,-24,-102,-39,-15,5,2,4,-2,8,2,0,1,5,21,65,63,72,20,37,36,56,48,54,65,80,169,109,37,27,20,18,4
Duane St & Greenwich St,-5,1,0,0,0,-2,-1,-7,28,19,5,4,6,1,16,-1,-8,0,-43,-16,12,-13,-10,0,5,1,0,0,0,2,18,31,76,71,49,35,52,39,44,41,44,66,114,52,43,32,16,8
E 51 St & Lexington Ave,0,2,0,0,4,17,37,132,62,-7,-6,2,-10,-2,-8,-15,-80,-108,-15,3,-10,5,-4,-1,0,2,0,0,4,21,47,168,108,31,30,34,73,62,48,68,115,183,53,15,20,11,12,3
Banker St & Meserole Ave,-1,-2,0,0,0,-2,-2,-6,-16,-16,1,3,-4,1,3,0,-2,7,5,7,3,4,4,4,1,6,0,0,0,2,3,8,24,28,13,9,10,7,13,8,16,18,26,19,23,14,16,8
E 31 St & 3 Ave,2,1,-1,2,0,-5,-12,-14,3,3,8,10,6,-5,-13,5,31,1,26,4,-14,0,-23,-1,18,11,1,2,2,9,34,50,105,77,48,54,62,60,45,71,93,144,137,136,106,60,65,25
Fulton St & Grand Ave,2,0,-2,1,1,0,-3,-6,-22,-14,-9,-4,1,1,-4,0,5,2,6,6,15,4,4,1,2,4,4,1,1,0,3,7,36,20,12,6,5,7,12,6,7,6,20,16,20,8,8,7
Cambridge Pl & Gates Ave,-1,2,0,0,0,0,-5,-10,-10,-3,-1,-2,-1,0,3,4,0,2,4,2,5,3,2,2,1,2,0,0,0,0,5,12,22,3,1,4,7,6,3,6,6,6,10,12,7,5,4,2
Milton St & Franklin St,-2,7,1,1,0,0,-4,-10,-2,12,1,-2,2,6,-10,2,6,-4,2,4,6,2,5,8,12,7,1,1,0,0,6,14,27,38,33,28,34,32,40,50,53,53,70,48,30,17,19,10
Scholes St & Manhattan Ave,1,2,0,0,0,-2,-3,-7,-12,-6,-9,-3,-1,4,-1,0,3,4,3,4,10,0,5,1,3,2,0,0,0,2,3,7,18,8,19,5,5,6,7,2,5,12,7,16,10,6,5,1
Roebling St & N 4 St,0,0,0,-1,-1,-1,0,0,-3,6,1,-6,5,0,1,-7,-4,-7,1,4,9,1,-3,-4,2,2,0,1,1,1,2,10,9,16,7,8,9,10,3,17,16,14,11,10,17,11,3,4
W 26 St & 10 Ave,-4,2,-2,1,1,-1,16,14,56,46,3,-7,-7,8,8,-12,-33,-32,-44,1,4,-3,-4,5,4,4,2,1,1,3,16,76,229,182,39,57,50,52,88,85,113,202,168,124,62,31,16,13
5 Ave & E 63 St,-1,-1,-1,0,0,-3,9,3,42,55,19,0,-6,-1,-22,-6,-2,-25,-34,-34,-10,-6,0,-9,1,1,1,0,0,5,9,13,66,75,58,50,73,59,53,39,55,54,58,37,16,12,16,9
11 Ave & W 59 St,0,0,0,0,0,3,19,-16,-69,-2,-5,-3,3,5,-1,-15,-30,34,-1,8,8,15,15,7,6,2,0,2,0,7,21,70,153,74,45,43,48,51,71,68,77,108,117,51,44,32,27,19
Lefferts Pl & Franklin Ave,2,3,0,0,0,0,-6,-7,-4,-12,-7,-3,-1,-5,1,6,4,10,15,9,-1,0,4,7,2,3,0,0,0,0,6,13,32,22,13,11,5,9,13,16,14,21,29,15,11,12,14,15
E 59 St & Madison Ave,-2,-1,0,0,0,3,24,66,60,-4,0,-4,-9,-14,-1,-15,-48,-64,-11,-2,-7,-2,0,-1,2,1,0,0,0,3,28,82,84,8,31,49,49,56,53,43,91,98,29,18,9,8,6,3
Clinton Ave & Myrtle Ave,2,-1,-1,-2,0,-3,-14,-28,-64,-15,-6,1,10,0,3,-5,8,21,19,9,26,17,11,13,4,1,1,2,0,3,18,30,86,29,30,13,32,28,21,23,20,41,54,52,40,37,19,17
Washington Ave & Park Ave,-1,0,-1,0,0,0,2,-13,-15,-2,5,-8,5,1,-8,3,-5,9,8,9,0,6,5,5,1,2,1,0,0,0,6,19,33,47,13,22,17,20,14,15,21,29,34,33,14,12,12,5
W 84 St & Broadway,7,-5,-2,1,-4,0,-9,-70,-99,-47,-30,-19,4,-5,-2,4,21,66,104,52,27,21,7,6,13,9,2,1,4,8,15,88,125,92,75,63,67,58,52,76,85,137,158,102,53,55,35,20
Atlantic Ave & Furman St,0,1,1,0,0,0,0,2,-20,-3,-7,-3,-6,-1,0,2,7,16,19,17,11,0,1,3,0,1,1,0,0,0,0,5,22,15,16,21,12,18,8,12,29,22,35,25,24,21,9,3
W 21 St & 6 Ave,-3,0,1,1,4,17,16,42,102,21,5,0,-2,-15,-10,-5,13,-106,-56,-30,-5,-8,5,4,15,2,7,1,6,31,56,152,350,240,133,191,212,208,242,217,240,397,378,206,149,101,39,42
5 Ave & E 29 St,3,0,-2,1,1,7,-4,24,110,54,0,-2,-13,12,-13,-22,-35,-57,-34,-8,-7,2,-1,-2,13,5,6,1,1,17,32,106,190,124,72,72,98,76,88,102,126,234,171,86,45,14,25,12
E 47 St & 2 Ave,0,-1,-2,0,0,-1,22,8,181,6,3,-7,-10,-3,-6,-3,-36,-56,-48,-17,2,2,-7,-7,8,1,2,0,0,5,40,92,299,80,49,39,72,62,44,36,82,144,125,71,46,26,32,21
E 10 St & Avenue A,0,-1,-1,6,0,-1,-20,-55,-76,-10,2,-4,3,18,-18,-2,27,56,79,11,34,49,36,19,16,6,3,6,0,5,38,79,120,38,44,32,61,82,112,86,98,145,169,73,73,80,52,41
W 52 St & 11 Ave,0,5,-1,0,-4,4,5,21,-43,-20,-27,-12,-6,2,9,-17,10,-12,-19,-5,23,18,13,1,6,5,1,2,4,8,23,51,152,148,79,58,58,47,83,61,106,134,115,82,48,36,40,23
W 51 St & 6 Ave,-1,-1,6,-4,1,14,95,144,41,-2,-2,7,5,0,-7,-42,-116,-59,-4,2,-16,-3,-2,-4,1,1,6,4,1,16,99,180,63,40,60,86,149,115,107,148,187,180,68,61,37,13,22,8
W 11 St & 6 Ave,1,0,1,0,0,-4,-1,-1,3,-2,1,0,0,1,-2,1,5,4,8,6,-1,4,-5,-1,1,0,1,0,0,4,5,5,14,10,3,8,6,9,6,7,7,22,30,28,7,8,9,3
6 Ave & Broome St,-3,1,0,0,1,-4,10,30,83,52,-1,-4,-10,14,-10,-3,-28,-76,-29,1,3,-6,-2,5,9,5,2,0,3,4,26,62,174,118,21,52,75,64,57,89,88,166,138,71,59,36,22,23
Broadway & W 29 St,-5,-1,1,0,0,12,-8,10,43,84,23,0,-6,-1,-6,3,-7,-36,-74,-10,-8,0,-2,3,7,5,1,0,0,12,26,74,173,292,131,100,138,121,102,102,111,203,183,92,50,44,22,17
Fulton St & Clermont Ave,-1,0,-1,0,0,2,-4,-14,-19,-5,-2,1,3,-3,2,1,0,5,10,10,0,6,3,-1,1,0,1,0,0,2,10,18,25,7,6,5,9,5,2,7,6,19,14,14,14,16,7,9
Bond St & Fulton St,1,0,2,0,0,0,1,4,-1,8,-1,-5,0,2,3,-3,0,-3,4,-3,-3,-5,5,0,1,0,2,0,0,0,1,4,1,12,3,7,3,4,7,6,4,11,6,7,3,5,5,0
Kent Ave & S 11 St,1,-2,1,1,0,-1,-2,-4,-11,-9,-2,-1,0,-2,1,1,6,-6,6,3,5,4,2,8,5,2,7,1,0,1,6,16,30,21,17,15,18,18,32,17,28,20,36,20,13,8,12,12
Allen St & E Houston St,-7,-1,0,1,-5,8,-13,-30,-58,1,1,7,2,25,-23,26,1,42,36,12,0,-1,-3,-4,35,5,12,1,5,12,27,68,78,31,21,35,54,87,78,80,86,127,153,105,73,41,65,38
W 20 St & 11 Ave,-7,-2,-2,0,7,35,51,18,51,25,-5,-1,8,-10,14,4,-25,2,-10,-51,-61,-18,-17,-15,9,2,2,0,9,35,61,106,177,139,63,89,82,128,108,100,178,260,310,218,155,100,68,31
10 Ave & W 28 St,12,0,0,1,0,-10,22,-37,-37,124,-1,-5,-10,-13,16,-8,-4,-14,-61,-10,13,12,6,12,20,8,10,1,0,14,62,81,147,230,47,41,52,76,94,66,44,108,221,120,92,60,34,27
Boerum St & Broadway,-2,0,3,-3,0,0,0,1,-1,-4,1,1,0,-3,2,3,-1,-3,1,5,-3,2,1,3,2,0,3,3,0,0,2,1,5,8,5,3,2,5,8,3,15,9,5,15,7,9,4,3
Grand Army Plaza & Central Park S,3,1,3,1,2,-1,35,88,141,4,7,-23,-41,-41,-22,-32,-27,-129,-34,-9,-26,-4,0,-3,7,1,10,3,6,18,44,122,189,62,110,161,147,121,138,147,162,227,94,34,46,14,18,11
Pitt St & Stanton St,0,0,1,0,0,-3,-6,-8,-29,-8,-1,2,5,3,4,-5,-6,14,9,22,9,-1,1,-3,4,0,1,0,0,3,8,36,61,20,7,14,15,17,22,27,22,38,45,42,19,7,5,3
Broadway & Whipple St,-1,0,-1,4,0,1,-2,0,-1,-4,0,-1,-6,-2,-4,-2,2,6,-1,3,2,2,0,-1,1,0,1,4,0,1,4,4,5,7,6,3,12,8,8,4,4,6,7,9,4,8,4,3
1 Ave & E 30 St,0,0,0,-2,1,11,78,21,23,12,19,-16,-13,-7,-11,-29,-12,9,-17,-15,-8,10,10,12,11,4,0,3,3,15,124,149,234,200,85,86,69,73,78,121,90,101,97,99,73,42,36,28
Stanton St & Mangin St,0,1,1,0,0,0,-5,-4,8,-37,-14,-8,0,-9,-10,7,7,17,20,13,-1,2,2,4,0,1,1,1,0,0,7,22,38,51,19,21,23,31,26,31,41,61,49,40,21,18,15,6
E 5 St & Avenue C,-1,3,0,1,0,-1,0,-26,-101,-13,-1,4,4,-2,5,-2,5,21,64,29,11,-9,1,9,1,3,0,1,0,1,6,58,108,25,9,12,22,18,33,28,36,55,99,54,17,19,21,17
Broadway & W 60 St,3,3,0,-5,-3,9,-7,13,15,22,12,-8,13,13,5,-13,6,-9,-27,-34,-9,-33,-29,0,7,9,2,5,3,18,39,71,123,144,108,106,132,114,108,125,149,163,188,102,65,73,42,10
E 47 St & Park Ave,0,-3,0,3,2,17,151,169,104,25,-5,-3,-22,4,-6,-38,-89,-84,-52,-9,-6,-3,2,-4,0,3,0,5,2,35,227,428,456,141,76,59,94,73,83,112,206,265,148,43,32,15,6,6
Metropolitan Ave & Meeker Ave,-3,-2,0,-1,-1,1,1,-4,-3,8,3,2,-5,6,-3,3,2,-2,3,-3,0,-3,-9,-2,7,3,2,3,1,1,3,12,5,22,13,10,15,8,11,9,8,16,16,31,34,16,14,8
W 37 St & 10 Ave,-2,-2,0,1,3,-7,-23,-44,-23,-16,6,-6,3,4,12,0,17,47,-9,30,12,10,3,-2,6,6,0,3,3,12,51,104,173,110,42,45,37,48,44,61,76,154,188,136,96,59,35,15
Pike St & E Broadway,5,-2,-2,-4,5,-4,1,-12,-31,-16,-6,1,12,-10,2,-8,18,11,5,12,10,7,10,8,7,4,2,4,5,6,5,30,47,58,32,37,60,61,40,28,60,83,73,53,38,28,35,20
W 27 St & 7 Ave,1,0,0,1,0,8,-3,34,75,62,21,1,15,-15,11,-9,-15,-28,-66,-23,-25,-13,1,1,5,4,6,1,0,12,39,112,305,306,165,140,147,126,127,135,179,227,253,134,86,41,29,16
Carlton Ave & Park Ave,0,0,1,0,1,0,1,-11,-20,-6,-8,-5,-1,0,-3,1,3,1,4,5,7,5,3,6,0,0,1,0,1,0,11,13,22,12,8,7,1,5,5,7,7,9,12,9,9,5,5,6
Bond St & Schermerhorn St,1,0,-1,0,-1,-1,0,-10,-15,-18,0,1,0,0,4,1,1,9,13,7,5,6,-4,1,1,0,1,0,1,5,4,10,29,20,10,7,8,7,8,9,13,27,41,19,21,12,6,1
West St & Chambers St,7,0,1,1,-1,9,29,79,80,-18,2,-2,4,-9,11,-29,1,-24,-64,-4,-18,-3,-3,1,13,2,1,1,3,13,107,226,305,143,94,108,141,127,193,171,214,384,356,191,113,54,40,15
Bus Slip & State St,0,0,0,0,1,0,4,11,109,52,8,3,3,-1,-11,-1,-16,-86,-42,-6,-7,1,-3,-2,0,0,0,0,1,0,10,63,159,72,18,40,36,37,41,50,67,148,90,20,19,5,9,2
Howard St & Centre St,-2,-1,-1,1,2,-3,1,21,49,41,-9,-3,5,-3,-7,-7,-15,-28,-33,-3,-3,-3,3,-1,10,5,3,3,6,3,13,51,131,108,53,51,64,92,75,91,93,135,114,52,31,25,27,20
W 22 St & 10 Ave,1,-1,-2,0,-2,0,-10,-32,-72,54,34,2,10,-8,21,18,-2,26,3,5,-7,-10,4,-9,17,5,4,2,4,16,36,101,209,261,189,112,84,96,119,117,140,203,213,127,53,76,50,31
W 34 St & 11 Ave,5,1,0,2,2,5,9,16,-15,-15,6,4,6,11,-7,3,-19,7,-13,-18,-4,11,10,8,7,1,0,2,2,7,27,38,96,102,66,65,72,82,80,96,96,90,91,63,32,38,18,10
W 47 St & 10 Ave,-1,-2,0,0,1,-9,-14,-47,-46,0,-2,3,9,4,3,8,3,25,41,7,12,8,0,1,3,4,2,0,7,9,56,113,78,32,26,29,41,67,62,62,81,127,154,79,60,46,20,19
6 Ave & Canal St,-3,0,1,0,0,4,1,37,87,67,6,-4,6,0,-9,0,-6,-39,-96,-27,-13,-10,3,3,5,2,3,0,2,6,11,49,109,95,28,25,52,46,31,46,39,92,144,47,25,12,13,5
W 63 St & Broadway,1,-1,0,-2,1,6,-18,-1,-24,5,1,8,5,6,-11,2,9,15,-2,-16,-15,-32,-28,-18,3,3,0,2,1,10,35,23,68,91,77,50,72,52,53,68,67,102,104,82,87,50,44,24
E 58 St & 3 Ave,-2,-1,0,0,3,20,40,59,6,-2,-7,3,-4,3,3,2,-31,-71,-9,-10,-6,-5,2,-1,4,3,0,0,3,24,46,111,98,58,37,30,56,61,55,60,106,194,109,68,37,23,19,7
E 55 St & 2 Ave,1,0,1,0,-1,-8,-7,-9,23,24,10,-2,10,1,1,-3,4,21,-35,-14,-20,-5,4,1,9,2,1,0,1,12,33,63,119,94,50,36,46,39,55,49,58,90,121,64,58,40,30,18
E 81 St & Park Ave,0,0,0,0,0,-6,0,-8,-26,-8,12,-6,17,3,-4,-9,8,-2,35,15,1,1,2,0,0,0,0,0,0,8,8,38,65,46,42,40,38,37,34,39,32,60,74,30,13,14,4,4
Amsterdam Ave & W 73 St,1,0,-1,-1,1,3,-3,-26,-55,-33,-11,-16,0,-6,6,4,21,46,30,-2,12,12,4,-11,1,2,1,1,3,7,19,68,95,57,52,46,52,45,52,53,58,122,119,70,44,49,18,24
John St & William St,0,-2,2,0,-3,-2,-2,25,39,45,13,-5,6,-2,-1,-14,-13,-27,-52,-9,0,-4,0,-3,4,2,2,0,5,6,20,41,105,95,41,29,34,38,54,41,52,96,98,54,38,34,18,9
Maiden Ln & Pearl St,1,1,2,3,0,-4,0,42,67,-3,1,0,-5,0,-1,-6,-18,-52,-13,-16,5,2,3,-1,5,3,2,3,0,8,24,86,137,27,13,8,28,22,21,26,46,99,77,52,43,20,11,13
Warren St & Church St,0,0,1,0,0,10,7,31,13,26,-6,10,4,1,8,6,1,-2,-6,-37,-39,-8,2,-3,2,0,1,0,0,10,21,51,95,62,34,34,40,37,43,44,52,62,78,69,53,26,12,9
Fulton St & Washington Ave,3,-1,0,0,0,-1,-1,3,-20,-29,-18,3,-3,3,2,4,10,12,15,10,6,0,6,-4,5,3,0,0,0,1,5,25,34,35,26,12,11,11,8,8,14,32,28,34,16,16,16,16
Gallatin Pl & Livingston St,0,0,0,0,1,0,0,-6,0,-5,2,4,-2,-2,0,-1,2,-1,8,5,-5,-2,3,1,0,0,0,0,1,2,2,10,22,13,12,8,8,8,0,11,12,25,14,13,15,8,9,3
E 48 St & 3 Ave,0,1,1,0,0,8,12,111,132,-2,-5,-7,0,6,-14,-9,-55,-138,-10,-7,4,-1,-3,-2,0,1,1,0,0,10,46,145,174,30,17,29,51,43,40,69,109,209,65,31,23,13,15,6
Greenwich St & Warren St,5,2,2,0,0,0,28,82,39,4,-8,5,3,0,4,-4,8,6,-51,-58,-16,-12,11,3,7,8,2,2,2,20,64,157,209,125,68,47,71,78,81,87,141,193,260,157,60,40,29,9
E 82 St & 2 Ave,-3,-1,2,0,1,-4,-16,-54,-46,-2,0,-6,-4,-4,-4,-3,7,41,20,3,-6,1,-1,0,5,3,2,0,1,4,16,56,50,12,8,16,10,14,12,19,19,61,46,9,22,23,25,8
E 23 St & 1 Ave,1,0,1,-1,0,-11,-8,40,-97,-19,-2,-12,14,28,-10,-2,-13,27,56,2,8,-5,-4,-5,13,4,3,1,0,11,63,186,298,107,78,64,76,92,83,88,120,155,166,105,66,45,24,19
Lafayette Ave & Classon Ave,-1,-1,0,0,0,0,-4,-3,-12,-15,1,-3,-1,-3,1,-5,1,2,1,4,8,7,7,-1,5,1,0,0,0,2,10,7,28,19,7,3,1,3,9,7,6,9,9,18,16,21,11,3
Monroe St & Bedford Ave,-1,-3,0,0,0,3,-2,6,-18,-6,-4,-1,0,3,-2,0,6,0,5,7,0,3,-3,4,1,3,0,0,0,3,4,16,22,14,6,3,4,7,10,8,8,12,13,18,18,12,13,6
W 82 St & Central Park West,0,0,0,0,-1,-2,-3,-26,-49,-23,-8,-9,2,3,11,-2,-7,24,32,32,8,4,3,0,0,0,0,2,1,4,7,33,61,32,29,37,38,19,31,45,35,54,63,38,14,9,3,2
S 4 St & Wythe Ave,1,3,-4,-1,0,1,0,-18,-30,-27,5,-12,-7,6,3,-1,11,6,27,11,8,3,7,-3,1,3,4,1,0,3,6,32,70,51,17,24,16,14,23,17,23,20,45,42,28,16,17,5
Front St & Maiden Ln,1,1,0,-1,0,-1,26,69,78,2,3,3,-14,0,-14,-8,-26,-84,-37,-2,1,1,2,9,1,1,0,1,0,9,34,87,92,14,11,15,45,32,46,44,64,144,59,24,15,5,4,11
DeKalb Ave & Vanderbilt Ave,3,-3,-2,1,0,-5,-7,-21,-11,5,-3,-1,-1,0,0,3,9,5,8,14,11,4,-2,-4,7,4,2,1,0,5,7,23,25,17,9,7,3,6,8,9,21,27,30,22,24,8,16,7
Broadway & Battery Pl,4,0,0,-1,0,-2,8,84,65,-1,3,5,-13,2,-15,-1,-38,-72,-7,-26,-6,-7,3,3,4,4,2,1,0,6,24,100,111,49,46,47,60,71,83,82,118,141,93,66,28,27,13,7
Broadway & W 39 St,0,-3,0,0,3,8,3,6,75,43,17,4,0,-15,-4,-11,-29,-72,-21,1,-2,1,1,1,6,3,0,0,3,11,29,82,207,169,83,66,78,107,92,80,93,152,106,41,36,19,23,11
South St & Whitehall St,-1,1,-1,0,0,-2,3,21,113,5,-3,-3,-6,-6,10,6,-13,-58,-44,-15,1,0,1,3,1,1,1,0,0,12,13,49,157,65,28,33,42,41,36,52,61,150,96,23,17,8,3,3
Laight St & Hudson St,1,0,0,0,0,0,6,15,44,21,-1,3,2,-2,-8,3,-11,-41,-24,-8,-1,-2,2,0,3,0,0,0,0,4,14,27,46,32,16,22,24,21,20,41,31,52,52,18,15,6,4,4
E 56 St & Madison Ave,0,0,0,0,0,5,32,103,58,3,-1,-4,2,-21,-31,-7,-71,-62,0,-62,-51,-16,-11,-5,0,0,0,0,0,5,36,109,68,25,11,50,58,69,81,78,117,104,50,72,54,22,13,7
W 43 St & 6 Ave,1,0,0,-1,1,6,59,115,99,-9,-4,-2,1,-8,-6,-9,-47,-106,-43,-24,-24,-21,-2,-2,3,0,0,1,1,8,69,158,194,59,30,49,85,90,105,95,112,236,115,50,40,31,4,2
Cumberland St & Lafayette Ave,0,0,0,0,0,1,-5,-9,-12,-10,5,-3,-1,-2,0,1,3,12,9,-1,-2,1,3,2,4,0,0,0,0,1,7,19,29,18,13,9,11,6,8,7,11,20,31,26,26,13,12,2
E 39 St & 3 Ave,0,0,0,0,-1,-2,9,36,104,27,6,6,-6,7,-17,-3,-21,-82,-37,-9,6,-1,-2,-1,8,4,0,0,1,8,37,144,308,201,60,57,68,57,79,77,87,191,107,59,46,32,32,15
11 Ave & W 27 St,0,3,1,0,2,4,37,33,56,-3,-6,-1,-27,-5,-6,6,-36,-49,-10,-1,1,14,5,17,6,3,1,0,2,14,55,89,237,121,76,80,132,136,104,117,138,205,126,95,51,38,43,25
12 Ave & W 40 St,2,0,3,0,4,0,7,-42,-139,-43,16,2,-8,17,12,8,59,124,87,20,20,11,1,10,4,0,3,0,4,12,34,125,274,106,59,60,68,89,132,130,173,327,294,140,54,43,23,18
E 81 St & 3 Ave,0,1,0,0,0,1,-5,-21,-53,-30,-11,-14,-7,5,-9,15,9,24,51,17,-4,-2,1,2,2,1,0,0,0,1,15,33,83,50,25,20,27,17,22,27,23,46,86,37,15,10,9,4
W 54 St & 9 Ave,-3,3,-3,1,-1,0,-8,-20,0,-4,11,-8,-2,-20,-3,-4,-4,12,-13,-2,6,0,-7,-7,17,3,3,1,1,4,18,40,49,75,43,54,57,65,49,54,69,84,105,86,78,60,37,31
W 25 St & 6 Ave,-2,-1,0,0,0,7,-9,3,105,27,8,-9,2,-5,-16,-1,-13,-58,-39,0,-14,-3,-2,2,6,3,2,0,0,23,37,45,223,213,82,109,118,123,94,98,153,209,195,121,86,45,36,26
E 60 St & York Ave,2,0,0,0,0,-3,2,16,-28,7,5,-4,1,-2,5,-7,-20,-5,0,-2,2,4,-2,1,2,0,0,0,0,5,6,38,53,29,21,14,29,25,29,24,38,51,48,28,10,12,6,9
E 37 St & Lexington Ave,-2,-4,0,0,1,-1,-9,-6,10,4,-2,8,-5,1,-14,22,7,-15,-4,-12,6,-2,3,-2,4,6,0,0,1,1,25,24,38,36,32,31,55,41,48,48,51,91,88,50,38,26,25,18
Henry St & Grand St,3,-2,0,0,0,-7,-17,-54,-46,1,4,1,1,-4,11,2,29,49,29,20,3,4,2,13,5,2,0,0,0,7,27,77,67,17,20,27,39,34,37,48,67,113,81,40,21,24,22,21
Pearl St & Hanover Square,1,-2,0,0,0,-3,6,23,86,97,60,9,12,-6,-3,-12,-6,-83,-101,-42,-12,1,6,-1,5,4,0,0,0,3,24,41,146,141,70,31,44,38,51,40,46,122,165,95,48,39,20,15
Pershing Square South,0,-2,2,-1,1,0,5,5,45,41,5,11,10,-20,-20,-7,28,-49,-164,-40,-26,-49,-11,-3,6,4,2,1,1,4,87,250,444,232,88,93,108,117,98,143,301,594,229,68,48,61,17,13
Front St & Gold St,2,-1,1,1,1,-2,0,2,3,22,13,4,2,1,5,0,7,-5,-13,-4,2,-1,3,2,2,3,1,1,1,2,4,14,31,38,15,16,8,7,7,16,11,23,21,18,17,3,7,2
Norman Ave & Leonard St,2,0,3,1,0,0,-5,-11,-13,-7,-6,0,-4,0,4,0,4,2,7,-1,4,7,5,1,4,4,3,1,0,2,5,11,27,17,8,2,8,6,12,14,18,16,29,13,10,9,5,5
Berry St & N 8 St,-2,-1,1,0,0,2,2,20,28,20,9,9,-5,5,-3,-5,-8,-14,5,-13,-10,-7,-10,-14,6,1,1,0,0,2,2,28,52,46,31,23,21,30,19,37,22,42,51,43,34,23,22,14
E 84 St & 1 Ave,0,0,0,0,0,-4,-14,-35,-62,-16,1,5,-2,13,14,17,18,32,2,0,-3,-1,-1,1,0,0,0,0,0,6,24,51,78,37,13,16,26,29,30,33,50,56,28,30,29,7,15,5
Reade St & Broadway,-3,-1,0,0,4,3,5,12,68,43,14,3,2,4,-13,-5,-24,-36,-48,-13,-8,-6,6,2,3,1,0,0,4,3,23,52,120,79,43,35,47,67,39,49,85,109,86,61,24,12,6,4
Barrow St & Hudson St,-2,0,2,0,0,-1,0,-31,-28,19,-3,-29,5,-4,26,-20,5,22,45,-1,7,2,4,4,18,8,4,6,0,7,30,131,346,364,145,95,99,91,104,120,119,205,277,225,140,83,46,40
E 11 St & Broadway,0,0,0,0,0,1,2,-1,4,3,2,0,-3,-5,0,-1,-1,3,-3,0,0,-1,0,1,0,0,0,0,0,3,4,3,14,23,12,8,17,13,10,13,23,25,23,14,12,3,4,1
E 52 St & 2 Ave,5,-2,1,0,2,1,-8,4,47,23,3,7,-1,0,-2,-7,9,-20,-62,-8,0,9,-9,8,5,2,3,0,2,13,26,36,129,99,33,41,45,44,26,43,57,94,129,72,57,49,43,26
Washington Pl & 6 Ave,-1,-4,1,-1,2,-8,2,-7,-40,-32,6,3,1,11,-2,7,15,25,48,20,-2,-6,-4,-12,11,6,3,1,2,11,26,39,70,58,40,44,45,53,54,47,73,83,97,86,58,28,36,33
Johnson St & Gold St,1,2,0,1,0,-8,-12,-2,-14,2,5,-5,-1,-4,0,1,4,16,-1,6,11,0,1,5,1,2,0,1,0,8,16,10,22,32,25,19,25,12,11,13,18,36,39,44,36,18,5,5
Liberty St & Broadway,5,-1,0,0,1,7,25,34,33,15,3,4,-6,-3,-12,-18,-40,-51,-6,6,-6,-4,3,-2,5,1,0,0,1,10,27,72,121,85,37,42,71,80,60,66,81,111,50,20,24,8,11,4
Pike St & Monroe St,2,2,0,0,-4,2,-2,-1,-41,-18,-2,-1,-6,-1,-10,-1,5,5,2,25,5,11,8,10,8,2,0,0,4,2,10,11,49,26,6,13,18,11,14,11,19,33,20,29,25,22,10,12
South St & Gouverneur Ln,0,0,0,0,0,2,-12,26,75,14,-4,-6,-1,-1,7,-6,1,-8,-37,-32,-1,-2,1,0,0,0,0,0,0,2,22,54,191,84,32,45,37,27,70,54,76,120,110,64,21,12,3,0
Grand St & Havemeyer St,-1,0,0,0,0,-2,-2,-11,-25,-17,-1,2,0,4,-7,3,8,11,10,17,3,5,-4,-8,7,0,2,0,0,2,6,31,43,19,7,6,8,12,18,11,19,29,36,45,21,29,21,16
Riverside Dr & W 82 St,1,1,0,0,0,-1,-8,-30,-74,-51,-18,-3,-4,4,19,-2,11,37,45,17,12,1,7,0,4,1,0,0,0,1,8,41,100,79,38,35,35,42,48,44,57,85,79,39,24,5,15,6
St James Pl & Pearl St,0,1,1,1,3,-1,-7,-4,-15,-13,-1,1,-1,5,-2,7,-3,13,10,6,4,-2,6,2,2,3,1,3,3,3,13,20,35,31,15,7,8,18,12,15,23,33,46,22,19,16,12,2
Hanson Pl & St Felix St,-4,-2,0,-1,0,-1,16,-20,-10,-17,3,4,-4,6,0,14,22,44,10,-1,-16,-10,-11,-9,6,2,0,1,0,3,36,50,94,65,21,20,22,18,22,26,38,76,80,41,40,24,27,11
Carlton Ave & Flushing Ave,0,0,0,-1,0,0,2,0,-6,21,-3,-4,-8,4,-14,-9,-6,3,-3,-2,6,5,4,4,0,2,2,1,0,0,4,8,34,35,19,14,24,30,22,13,14,15,33,14,12,7,8,8
